id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
ARG2000,Total,ARG,,2000,1.911161541938782,1,Total,1,Argentina,Argentina,Percentage of households where the woman earns more than the man.,Economic female head of household,Reference population between 25 and 64 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Head household medium skilled,ARG,,2000,1.376594305038452,6,Qualification,3,Argentina,Argentina,Percentage of households where the woman earns more than the man.,Economic female head of household,Reference population between 25 and 64 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,With children older than 5,ARG,,2000,1.842647671699524,4,Children,2,Argentina,Argentina,Percentage of households where the woman earns more than the man.,Economic female head of household,Reference population between 25 and 64 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Head household high skilled,ARG,,2000,2.622993469238281,7,Qualification,3,Argentina,Argentina,Percentage of households where the woman earns more than the man.,Economic female head of household,Reference population between 25 and 64 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,With children aged 0-5,ARG,,2000,.9845693111419678,3,Children,2,Argentina,Argentina,Percentage of households where the woman earns more than the man.,Economic female head of household,Reference population between 25 and 64 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Without children,ARG,,2000,4.243663787841797,2,Children,2,Argentina,Argentina,Percentage of households where the woman earns more than the man.,Economic female head of household,Reference population between 25 and 64 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Head household low skilled,ARG,,2000,2.034059286117554,5,Qualification,3,Argentina,Argentina,Percentage of households where the woman earns more than the man.,Economic female head of household,Reference population between 25 and 64 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Total,ARG,,2001,1.92797315120697,1,Total,1,Argentina,Argentina,Percentage of households where the woman earns more than the man.,Economic female head of household,Reference population between 25 and 64 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Head household high skilled,ARG,,2001,2.955281734466553,7,Qualification,3,Argentina,Argentina,Percentage of households where the woman earns more than the man.,Economic female head of household,Reference population between 25 and 64 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Without children,ARG,,2001,3.250200748443604,2,Children,2,Argentina,Argentina,Percentage of households where the woman earns more than the man.,Economic female head of household,Reference population between 25 and 64 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
